tour_count,end_latitude,end_longitude
296,33.2434317486804,126.422025484805
279,33.2445118299829,126.42706892425
397,33.2446008832225,126.562080064702
402,33.2448713768605,126.564407292513
305,33.2448817599221,126.419089287441
405,33.2451502245644,126.565256479719
406,33.2453748836718,126.565805394195
410,33.2455654004832,126.56622823987
314,33.2458601630744,126.417640987034
406,33.2460808686345,126.56720431031
311,33.2461504858452,126.417211228734
408,33.2469121812391,126.568186082063
217,33.2469959405606,126.524357871654
222,33.2470525173768,126.523502732341
410,33.2473878901589,126.568641655676
406,33.2476070087314,126.56194314691
413,33.248490656346,126.566092112905
417,33.2485052332214,126.569797099798
410,33.2486330494679,126.567766213854
229,33.2487163730248,126.510996270448
224,33.2490290745359,126.509864069845
271,33.249504775292,126.430786666395
308,33.2495274323645,126.41516769304
422,33.2495513278977,126.571265834882
220,33.2495827339009,126.507873746275
217,33.2499486996761,126.505663685199
58,33.2504408798414,126.479772516194
53,33.2505756694444,126.47897307994
145,33.2506042519874,126.489259253852
76,33.2506112093179,126.303780415662
149,33.2506235369829,126.489733278303
88,33.2506395221982,126.308214794518
414,33.2506707173365,126.572365894008
304,33.2510025792305,126.412163318093
217,33.2510453401405,126.51057382497
232,33.2510915391162,126.435438952264
236,33.2510951783676,126.435137606044
246,33.2511464647543,126.433807257506
54,33.2511516704198,126.478039080718
207,33.2514261454919,126.509066205085
205,33.2516143682265,126.508321028024
322,33.2517163057307,126.425612357997
201,33.2518069940214,126.507558417468
304,33.2518121079499,126.412606529971
322,33.2518840173453,126.423200498485
206,33.2519471764356,126.510893698586
421,33.2520185079135,126.567805216454
400,33.2520519604627,126.553525949167
198,33.252183260053,126.506068768421
148,33.2523900231934,126.443906980257
203,33.2525101833859,126.508644486518
427,33.2525975557703,126.567765334976
416,33.2527117372472,126.561123952865
208,33.2527978840856,126.511195435893
190,33.2530738228232,126.506392739802
418,33.2532003198641,126.561048672553
201,33.2533483302766,126.508947121872
204,33.2536475390636,126.511496801699
193,33.2539001177339,126.506693332718
425,33.2541286672537,126.565480646032
200,33.2541529264473,126.524330998601
202,33.2542138463575,126.509259638269
371,33.2542158776929,126.576890076482
425,33.2542334992327,126.565957886793
22,33.2542683348405,126.212819073539
198,33.2545307850258,126.511810080608
103,33.2546120543735,126.342103167267
427,33.2546282833481,126.567677915087
186,33.2547822390188,126.507014232557
200,33.2548960401801,126.510361104064
196,33.25509361856,126.509577304036
221,33.2551060760495,126.540831571908
302,33.2552152701736,126.414235672425
188,33.2552863681975,126.508812659461
301,33.255431462832,126.413686617807
190,33.2555811299821,126.511878555533
181,33.2556592849375,126.507333288145
218,33.2556629912224,126.434977511323
406,33.2562036745941,126.560554668493
190,33.2564487502197,126.511030130034
405,33.2565170678434,126.568197755969
194,33.2566709359707,126.52441046863
184,33.2567848688456,126.508940263776
186,33.2571300620768,126.510363892139
189,33.2574097173209,126.524412034435
394,33.2574736802935,126.568493548373
29,33.2575215502361,126.210169654115
253,33.2579776047804,126.428442101691
30,33.2579829268442,126.352935391186
267,33.2580928726103,126.406006382519
295,33.2581193973191,126.415839509268
256,33.2585071159642,126.427003448638
378,33.2586530105086,126.568490413177
52,33.2588999347212,126.476921831537
51,33.2589595714352,126.476507600171
109,33.2590858157188,126.593399090199
48,33.2592056655577,126.474687397932
110,33.259229140131,126.59387402982
49,33.2592657454154,126.474010236922
251,33.2592696638843,126.404662223542
250,33.2593905981319,126.404865449518
44,33.25989767941,126.356370199496
101,33.259995243815,126.491305534197
99,33.2600558403,126.490986957642
98,33.2601778570168,126.490345482043
159,33.2601878772997,126.510370333538
96,33.2602236870199,126.490104539314
157,33.2603821820653,126.513153410197
160,33.2605125736157,126.514850858979
269,33.2609700009698,126.410195850047
115,33.26127013848,126.524428741607
59,33.2616551254378,126.452658411134
57,33.2616899003025,126.453101880221
247,33.261756484889,126.412578548412
244,33.2620250008509,126.414359779966
309,33.2620753169919,126.559024392488
95,33.262662414017,126.542059748424
96,33.2626899811438,126.542299939873
69,33.2632387095572,126.44382635549
64,33.2635926420061,126.623204402864
65,33.2636240241865,126.623943319546
189,33.2636849235549,126.550978469711
203,33.2641115831754,126.554043289722
202,33.2641171966214,126.554313841535
255,33.2642169597459,126.558740510615
256,33.264586238943,126.561829905655
240,33.2649369539687,126.563553838608
57,33.2649815223317,126.371728511041
58,33.2650654505748,126.372064475643
58,33.2651400802527,126.372580301454
215,33.2653649550646,126.564923537092
209,33.2654305680819,126.565133514135
205,33.265988198701,126.414267487304
203,33.2660400148769,126.414028512905
171,33.2661453628462,126.56815588171
109,33.2687488493739,126.39489840835
101,33.2687806948493,126.394605660737
53,33.2722218484604,126.595303395205
53,33.2722912806495,126.595501636538
31,33.2746046930701,126.234141819078
29,33.2750441834306,126.233439577445
29,33.2753737946217,126.232714229452
36,33.2776610959435,126.66250635879
28,33.2781680404405,126.667650841978
38,33.2791450972975,126.368597660936
63,33.2798825926432,126.685954345036
46,33.280072104575,126.362147497048
46,33.2800843832163,126.362057805155
46,33.2801152650928,126.361832224125
49,33.2809632410576,126.356788105407
109,33.2815634050191,126.703139725443
23,33.2821780883877,126.226140969467
102,33.28277135834,126.71671805997
93,33.2835929760451,126.72059078578
83,33.2841889873216,126.723306080511
75,33.2844393269907,126.72444657018
72,33.2845515647929,126.724957896651
85,33.2856382802965,126.720975392001
32,33.2858228659624,126.301572261399
34,33.2859738355288,126.301788854528
83,33.286083045153,126.720954934426
45,33.2873555929438,126.736525350221
32,33.2875816779813,126.737511915442
27,33.2879973405581,126.73932573127
23,33.2883683638233,126.655399767109
23,33.2890033988558,126.744291235786
2,33.2898608129204,126.487408898862
2,33.2901160641003,126.489005717124
4,33.291358503068,126.514456562174
4,33.2914040809002,126.513613030567
2,33.2917307309558,126.504396273486
2,33.2917471170944,126.505009654368
21,33.2918924598082,126.556170668223
70,33.2956107099388,126.595225981145
51,33.2986244481363,126.333607029843
55,33.2989375777864,126.333934442885
55,33.2990957109828,126.333776830927
46,33.299657796531,126.346168833822
59,33.3007960854078,126.600331823589
19,33.3011139809425,126.719616165293
51,33.3017771487254,126.334880977051
63,33.3053587852904,126.598913748991
64,33.3058672207151,126.599081327413
24,33.306979118628,126.805807391906
24,33.3070278662274,126.806303074568
64,33.3082357708673,126.598689775097
13,33.3084648628453,126.716271392627
13,33.308714067282,126.715982852214
13,33.3115378973186,126.345810011415
11,33.3123352005829,126.695861338159
11,33.3124488322458,126.696172610045
15,33.3125090260766,126.70386319978
11,33.3151109569679,126.71433283182
11,33.3153083870423,126.714352808608
22,33.3169132415404,126.624634355945
21,33.3170653795339,126.623867244628
25,33.3174588352417,126.269868073231
14,33.3180748118772,126.618196796626
14,33.318126212427,126.61789997756
49,33.3187460944421,126.247148330437
23,33.320920712645,126.350630360301
22,33.3212695048757,126.350777859317
55,33.3215519207645,126.24487064639
20,33.3220181344517,126.645196159801
37,33.3228507506081,126.351446867507
48,33.3231972412071,126.24874876058
16,33.3236301198009,126.760714394103
16,33.323817078251,126.760979379043
3,33.3250958586337,126.665698173918
53,33.3269084908927,126.253024699282
70,33.3306727104676,126.354986792423
65,33.3308220849345,126.354178885417
1,33.3317422004502,126.676430650614
1,33.3319812617056,126.677098121253
4,33.3367559317746,126.610141131028
86,33.3368484929151,126.842085961552
4,33.3371583941088,126.610343112579
12,33.3372436401165,126.695809499868
12,33.3373978762042,126.69611703357
55,33.3410595183512,126.84536106228
33,33.3430785788992,126.182616549771
28,33.3434280453514,126.703706428063
21,33.3446283972409,126.849278713014
20,33.3452396554215,126.850113181832
93,33.3468294461737,126.35799118119
6,33.3483047201916,126.614293468602
6,33.3486912309989,126.614598570799
37,33.3488281769465,126.186248165403
27,33.3493201973857,126.774116261159
27,33.3494944001729,126.77419960719
50,33.3502706793162,126.256059667601
49,33.3505037534043,126.256015998507
48,33.3514255849429,126.255678604345
90,33.3518061088766,126.35960820219
88,33.3521050006984,126.359704952658
38,33.3542775559552,126.186986980213
37,33.3560981164777,126.187070448091
32,33.3568288903559,126.264074966853
30,33.3583578838584,126.271651731813
28,33.3598385219255,126.267782917486
10,33.3613084756441,126.766621876688
10,33.3617166685293,126.766957856919
10,33.3643362111469,126.769408879407
10,33.3644710279554,126.769568210235
38,33.3675062106573,126.258149855032
13,33.3690809994107,126.625053332856
13,33.3692807470292,126.625250130753
14,33.3702639693307,126.283715558013
4,33.3720564003339,126.471800187543
4,33.3721404695887,126.47179165024
44,33.3744406582937,126.214841472693
45,33.3745146136494,126.215045296956
15,33.3748569476226,126.279223948345
43,33.3750433040544,126.216456105199
79,33.3787239600463,126.226134042143
63,33.3817302929314,126.792312233733
148,33.3821613895346,126.236043219808
66,33.3836004291836,126.793649386534
153,33.3875379604157,126.249126573228
51,33.3880889286135,126.48585016514
51,33.3881613476204,126.485989733783
71,33.3897548658939,126.79830079279
47,33.3901874292222,126.485480480005
42,33.3912104917744,126.483575386505
18,33.3920346928207,126.616634919623
18,33.3922804781201,126.616521247203
95,33.392365918808,126.263513407257
107,33.3931894296438,126.263195355151
105,33.3939720373427,126.263059814728
105,33.3942280379071,126.263041501652
73,33.3943729704065,126.80097882227
73,33.3949346192914,126.801028695
73,33.395311044852,126.801148098043
131,33.3963338661156,126.260544291868
81,33.3984515222728,126.788154650986
107,33.3986618356017,126.263630073462
19,33.4011879129732,126.874795657301
12,33.4025455223039,126.864244167405
98,33.4048485223969,126.269429417346
151,33.4053193515595,126.255541108991
123,33.4053627518928,126.260026941304
119,33.4054317833372,126.260225831377
4,33.4060370643012,126.619933238675
4,33.4061811269814,126.61985723897
99,33.4084313137117,126.263029936649
38,33.4087089082702,126.772896686254
38,33.4089128263088,126.77251809943
94,33.4092873681044,126.264015357447
103,33.4094155336088,126.259139099184
40,33.4104233975029,126.769649856404
98,33.4112548765453,126.257313117693
84,33.4120865328011,126.268407999409
22,33.4124213353622,126.832254199622
90,33.4125732567196,126.258674169467
60,33.4129446319396,126.396510708206
59,33.4131578284173,126.396836691133
89,33.4135600432656,126.259692895518
57,33.4140106879684,126.398139535226
85,33.4141750121486,126.269377560844
9,33.4147331477548,126.481364949343
9,33.4153259917155,126.479581011194
82,33.4155294753793,126.261797126147
84,33.4158543002155,126.262738636331
84,33.4174495715507,126.262952680503
